iter	RMSE
338	4.247562768
339	4.246873672
340	4.245726099
341	4.231625252
342	4.223040527
343	4.221263956
344	4.214694374
345	4.205558301
346	4.194751679
347	4.185564956
348	4.183384855
349	4.178471283
350	4.16418268
351	4.156397741
352	4.144700367
353	4.142278366
354	4.12263132
355	4.103770533
356	4.086001911
357	4.079499573
358	4.07937371
359	4.075637694
360	4.068487084
361	4.058534661
362	4.057223444
363	4.04698835
364	4.04671302
365	4.031443147
366	4.022004866
367	4.016131852
368	4.014239895
369	4.009219055
370	4.008189606
371	4.000596844
372	3.99910213
373	3.993315173
374	3.987517086
375	3.984290188
376	3.973126636
377	3.972287018
378	3.970678129
379	3.956743514
380	3.956308865
381	3.953461499
382	3.952694887
383	3.951789942
384	3.93803131
385	3.91920627
386	3.912651765
387	3.906452278
388	3.904768668
389	3.901731587
390	3.898562176
391	3.894216014
392	3.878300383
393	3.877961541
394	3.875152191
395	3.870890927
396	3.868082065
397	3.866799778
398	3.863074973
399	3.861509817
400	3.861334382
401	3.859392365
402	3.858097112
403	3.855271351
404	3.85414696
405	3.852361059
406	3.846071155
407	3.836754648
408	3.82551094
409	3.819808302
410	3.81238416
411	3.809123784
412	3.807169179
413	3.80266921
414	3.793043211
415	3.792120755
416	3.791732385
417	3.78583706
418	3.770168577
419	3.768759537
420	3.762610176
421	3.756409222
422	3.755260282
423	3.750721303
424	3.746727289
425	3.745052415
426	3.740773567
427	3.728918926
428	3.727735662
429	3.722590231
430	3.721557608
431	3.71945483
432	3.716974219
433	3.716166583
434	3.71169669
435	3.708504614
436	3.691594943
437	3.685584991
438	3.681175007
439	3.675370592
440	3.668544492
441	3.664323778
442	3.662570553
443	3.660460348
444	3.657020225
445	3.655621872
446	3.650386662
447	3.648160235
448	3.647784127
449	3.644185418
450	3.641061975
451	3.636568866
452	3.635994991
453	3.633183912
454	3.628789412
455	3.628492275
456	3.623856825
457	3.620620159
458	3.617786476
459	3.615679527
460	3.61464559
461	3.613323737
462	3.613204419
463	3.613013474
464	3.610069702
465	3.608332293
466	3.603812974
467	3.602131864
468	3.599830422
469	3.595782225
470	3.587385803
471	3.584308484
472	3.583750307
473	3.583586309
474	3.58081629
475	3.576892173
476	3.56703745
477	3.565692888
478	3.561889298
479	3.558214695
480	3.556881276
481	3.549425672
482	3.538410267
483	3.535859163
484	3.528600347
485	3.527672706
486	3.523262404
487	3.523155496
488	3.522048504
489	3.50986295
490	3.496267148
491	3.496135842
492	3.489792129
493	3.484448416
494	3.483937461
495	3.483672701
496	3.481101968
497	3.478474821
498	3.475684143
499	3.472347977
500	3.469970867
501	3.464451939
502	3.451533085
503	3.437373905
504	3.426079593
505	3.425164913
506	3.425129452
507	3.41990351
508	3.416922707
509	3.409696491
510	3.398385063
511	3.393614745
512	3.389937724
513	3.38958853
514	3.386914405
515	3.383391041
516	3.382392157
517	3.37883585
518	3.376319198
519	3.368934027
520	3.368912802
521	3.364460401
522	3.362813424
523	3.36104885
524	3.348253196
525	3.336150126
526	3.333544767
527	3.333051017
528	3.328532171
529	3.324017872
530	3.322616693
531	3.318944286
532	3.312581269
533	3.311939133
534	3.309081415
535	3.306293752
536	3.302758973
537	3.296229128
538	3.293363702
539	3.290021921
540	3.285043129
541	3.282381989
542	3.277157586
543	3.269815156
544	3.269332634
545	3.268134251
546	3.264244129
547	3.261873916
548	3.26035756
549	3.257036133
550	3.256341043
551	3.25170228
552	3.249460527
553	3.246993236
554	3.245571415
555	3.244624152
556	3.243842225
557	3.243455683
558	3.241212433
559	3.241161956
560	3.239016032
561	3.2376579
562	3.233698909
563	3.232054416
564	3.218897875
565	3.209126562
566	3.207879748
567	3.205598871
568	3.203536612
569	3.197414436
570	3.186472948
571	3.18583533
572	3.181509219
573	3.179959173
574	3.169566778
575	3.159765813
576	3.155955871
577	3.154742418
578	3.152555392
579	3.149283418
580	3.148349404
581	3.146229275
582	3.145087515
583	3.138298643
584	3.137692676
585	3.134532154
586	3.133731457
587	3.127019092
588	3.123855551
589	3.117425327
590	3.110696304
591	3.109826063
592	3.109211034
593	3.108184328
594	3.107222904
595	3.106924877
596	3.102978295
597	3.096428112
598	3.088752857
599	3.086722177
600	3.085047015
601	3.079871048
602	3.076846991
603	3.074495355
604	3.074338412
605	3.073516002
606	3.07041173
607	3.065349951
608	3.063729065
609	3.0600068
610	3.05967772
611	3.058777461
612	3.058037307
613	3.057271295
614	3.054361868
615	3.053085021
616	3.052178738
617	3.043920254
618	3.043782589
619	3.042336247
620	3.04129094
621	3.040653693
622	3.036904434
623	3.035101229
624	3.033513232
625	3.022666928
626	3.018231401
627	3.017450507
628	3.013937162
629	3.012917757
630	3.012669918
631	3.008551227
632	3.007727123
633	3.005136903
634	3.001966322
635	3.00133872
636	2.999534136
637	2.997731415
638	2.995777187
639	2.994233061
640	2.98838779
641	2.985474959
642	2.984007451
643	2.983739053
644	2.978701916
645	2.968901151
646	2.968030141
647	2.959736426
648	2.954670759
649	2.951063938
650	2.945958288
651	2.942417031
652	2.939045418
653	2.936576944
654	2.933655882
655	2.932282047
656	2.93211029
657	2.928751033
658	2.926119862
659	2.925396784
660	2.92393017
661	2.91530012
662	2.912790992
663	2.912153246
664	2.909476105
665	2.907913839
666	2.906341415
667	2.900141041
668	2.900109792
669	2.893447366
670	2.891776495
671	2.886832089
672	2.886030953
673	2.883876234
674	2.882596337
675	2.878321577
676	2.875025508
677	2.873204323
678	2.870726538
679	2.87055998
680	2.870169273
681	2.861419485
682	2.860086033
683	2.859247692
684	2.853640005
685	2.852643867
686	2.841094085
687	2.830713426
688	2.829890334
689	2.829586491
690	2.828546952
691	2.826009821
692	2.825391462
693	2.825277401
694	2.812833795
695	2.811750322
696	2.811224053
697	2.809006266
698	2.808162935
699	2.800345841
700	2.798743441
701	2.798732869
702	2.790742539
703	2.789638431
704	2.786319898
705	2.783965457
706	2.779353525
707	2.767658284
708	2.7660963
709	2.76594717
710	2.764893043
711	2.763754114
712	2.762770797
713	2.761753745
714	2.758007059
715	2.749459998
716	2.749126378
717	2.744466054
718	2.744003715
719	2.729201848
720	2.728371373
721	2.728001872
722	2.719685022
723	2.71603197
724	2.711939716
725	2.710986119
726	2.709735527
727	2.708879327
728	2.706958053
729	2.70156666
730	2.700115866
731	2.6989299
732	2.696808162
733	2.695841929
734	2.693548059
735	2.690427423
736	2.688672889
737	2.686696133
738	2.682948196
739	2.67245134
740	2.672050844
741	2.671431714
742	2.6645069
743	2.659734929
744	2.649515646
745	2.648447118
746	2.6480566
747	2.646228298
748	2.646120814
749	2.635739917
750	2.626788546
751	2.626195366
752	2.625213112
753	2.625102226
754	2.620370658
755	2.618950289
756	2.618688621
757	2.612147235
758	2.611709938
759	2.611563985
760	2.608611267
761	2.603757659
762	2.603036773
763	2.602789937
764	2.596098573
765	2.594152433
766	2.591515737
767	2.590627064
768	2.589420509
769	2.588691548
770	2.58833522
771	2.587211247
772	2.585963005
773	2.583535493
774	2.581079345
775	2.580398258
776	2.570658293
777	2.569610616
778	2.569342322
779	2.568243215
780	2.564753111
781	2.564736562
782	2.564532898
783	2.563032291
784	2.561854411
785	2.56166827
786	2.55800445
787	2.557031395
788	2.554721916
789	2.554306872
790	2.554295902
791	2.554132993
792	2.553476295
793	2.550463895
794	2.550412713
795	2.547232178
796	2.545919925
797	2.541414413
798	2.53980508
799	2.537293376
800	2.532185761
801	2.526261103
802	2.525473714
803	2.524047035
804	2.523056417
805	2.522676234
806	2.520596013
807	2.519121843
808	2.515716323
809	2.511444417
810	2.510280396
811	2.509625271
812	2.497053319
813	2.497015007
814	2.495651457
815	2.493093857
816	2.490841276
817	2.490348845
818	2.489934565
819	2.48978141
820	2.487272829
821	2.486999717
822	2.485165896
823	2.485088328
824	2.484709454
825	2.48407714
826	2.483014561
827	2.478446598
828	2.470472758
829	2.459893853
830	2.458297937
831	2.450620289
832	2.450268955
833	2.44706404
834	2.446152205
835	2.445752214
836	2.44449392
837	2.444371235
838	2.444337284
839	2.443025856
840	2.442800988
841	2.441628721
842	2.440168375
843	2.440146169
844	2.439929585
845	2.429951604
846	2.425986624
847	2.425712786
848	2.424333714
849	2.424255478
850	2.422230258
851	2.421636068
852	2.421544899
853	2.421422305
854	2.420629211
855	2.419864035
856	2.415517959
857	2.414262886
858	2.413486563
859	2.413082102
860	2.403750171
861	2.403454062
862	2.403008332
863	2.402168951
864	2.397308706
865	2.39431934
866	2.393485505
867	2.388775774
868	2.386644852
869	2.38463932
870	2.384376963
871	2.384113826
872	2.38343572
873	2.382087627
874	2.38173283
875	2.380447541
876	2.377187785
877	2.375809077
878	2.375558139
879	2.374247649
880	2.37384981
881	2.37220041
882	2.371700254
883	2.370163081
884	2.367221234
885	2.366415858
886	2.363180316
887	2.35904917
888	2.357814978
889	2.349197303
890	2.348189375
891	2.343363146
892	2.343334608
893	2.340435822
894	2.339792802
895	2.339099953
896	2.338582655
897	2.337927906
898	2.337254215
899	2.335827121
900	2.335435442
901	2.332245615
902	2.33118905
903	2.327393827
904	2.323884837
905	2.323364419
906	2.321377281
907	2.316821051
908	2.314722289
909	2.31077499
910	2.309667018
911	2.309220433
912	2.308001876
913	2.299041264
914	2.295802031
915	2.295214411
916	2.293764046
917	2.293309047
918	2.293172708
919	2.291752051
920	2.287607193
921	2.286583285
922	2.286228651
923	2.286189294
924	2.285622892
925	2.276697958
926	2.274403778
927	2.273129369
928	2.273013812
929	2.270624423
930	2.270221571
931	2.268902636
932	2.265291398
933	2.265280854
934	2.264948934
935	2.264425913
936	2.262687477
937	2.26120546
938	2.26105679
939	2.252932598
940	2.250937933
941	2.249978473
942	2.242186134
943	2.240618932
944	2.238611395
945	2.23831593
946	2.236526364
947	2.234344364
948	2.232060607
949	2.229570766
950	2.229179352
951	2.229096009
952	2.22256912
953	2.221113757
954	2.220891218
955	2.220313465
956	2.220152412
957	2.219785923
958	2.219160584
959	2.218499264
960	2.217662095
961	2.214295261
962	2.213552788
963	2.212711351
964	2.212085947
965	2.211932455
966	2.211063791
967	2.206481711
968	2.205691098
969	2.205548148
970	2.202704253
971	2.202337537
972	2.201531018
973	2.200582774
974	2.199908994
975	2.199446839
976	2.198447503
977	2.197976643
978	2.197340711
979	2.195955033
980	2.195468967
981	2.192113065
982	2.192024905
983	2.19172971
984	2.19124599
985	2.19100655
986	2.190884101
987	2.188958109
988	2.182440148
989	2.179342644
990	2.175989753
991	2.172737687
992	2.172292501
993	2.171929688
994	2.170999223
995	2.166781314
996	2.166600436
997	2.165850589
998	2.164957928
999	2.157349875
